"0","ACE SPECK I dont care no sale."
"2","Now off wit ya Dr."
"2","SCHULTZ Dont be ridiculous of course theyre for sale."
"2","Ace raises his rifle towards the German."
"2","ACE SPECK Move it Ace cocks back the rifle hammer."
"2","Dr."
"2","SCHULTZ My good man did you simply get carried away with your dramatic gesture or are you pointing that weapon at me with lethal intention."
"2","ACE SPECK Last chance fancy pants Dr."
"2","SCHULTZ Very well The doctor throws his lantern to the ground enveloping him in darkness."
"2","The next FLASH OF LIGHT we see is the good doctors PISTOL out of his holster and FIRING point blank into Ace Specks face."
"0","BLOWING the dumber dumb brother off his horse dead in the dirt."
"2","Before Dicky can maneuver either his rifle or his horse in the Germans direction."
"2","BAM."
"2","Dr."
"2","SCHULTZ SHOOTS his HORSE in the head."
"2","The Steed goes down taking Dicky with him."
"2","When the dead weight horse lands on Dickys slightly twisted leg we hear TWO DISTINCT CRACKING SOUNDS."
"2","Dicky lets out a bitch like scream."
"2","The Slaves watch all this."
"2","Theyve never seen a white man kill another white man before."
"2","Dicky is pinned down under his ole paint."
"2","Django watches in the dark the German climb down off his horse pick up Aces discarded lantern and walk over to the remaining Speck."
"2","Dr."
"2","SCHULTZ Sorry about putting a bullet in your beast."
"2","But I didnt want you to do anything rash before you had a moment to come to your senses."
"2","Dr."
"2","Sch."
"2","ultz LIGHTS the lantern illuminating himself as he stands over Dickys body."
"2","DICKY SPECK You goddamn son of a bitch you killed Ace Dr."
"2","SCHULTZ."
"2","I only shot your brother once he threatened to shoot me."
"2","And I do believe I have."
"2","(COUNTING OUT THE SLAVES)."
"2","one two three four five six seven witnesses who can attest to that fact."
"0","DICKY SPECK My damn legs busted Dr."
"2","SCHULTZ No doubt."
"4","Now if you can keep your caterwauling down to a minimum Id like to finish my line of inquiry with young Django."
"2","(TO DJANGO) As I was saying if you were to see the Brittle Brothers again would you recognize them DJANGO Yes."
"2","Dr."
"2","SCHULTZ Now Im sure."
"2","to you all unshaven white men look alike."
"2","So Django in a crowd of unshaven white men can you honestly and positively point out The Brittle Brothers DJANGO SPAGHETTI WESTERN FLASHBACK Were in his little shack at the Carrucan Plantation."
"0","Its PISSING RAIN outside."
"2","Django is making love to his wife Broomhilda when she stops letting out a shout."
"2","The three overseers known as THE BRITTLE BROTHERS are outside peeking in through the window."
"2","They BURST in through the front door."
"2","Soaked to the bone they rodeo bull their way into the shack and make the two slaves continue fucking for their amusement."
"0","As Django and Broomhilda are forced to copulate they run their wet white hands down her chocolate leg."
"2","they fondle his ass."
"2","they squeeze her tit."
"2","they bring a belt across Djangos backside to make him fuck faster."
"2","then they yank him off as BIG JOHN climbs on top of Broomhilda."
"2","the other Brittle brothers whip Django with their belts and make him sit in the corner while they finish with his wife."
"2","BACK TO DJANGO DJANGO I can point em out."
"2","Dr."
"2","SCHULTZ Sold American So Mr."
"0","Speck how much for Django DICKY SPECK Im gonna lose this leg Dr."
"2","SCHULTZ Yes unless you find a talented physician very quickly Im afraid that will be the."
"2","end result."
"2","But back to business how much do you want for Django DICKY SPECK You go to hell Dr."
"2","SCHULTZ Dont be silly."
"2","How much for Django DICKY SPECK 800 dollars Dr."
"0","SCHULTZ Oh come now I may not have the experience in the slave trade that you and your family does but neither was I born yesterday."
"2","8 The."
"2","good doctor removes a pamphlet from his grey suit coat pocket."
"2","Dr."
"2","SCHULTZ In this most helpful pamphlet that I picked up at The Greenville Slave Auction it says that the going rate for African flesh in particularly a field nigger _is sixty to eighty dollars."
"2","Now handsome no doubt as Django is technically he is a field."
"2","nigger."
"2","Which according tothis pamphlet here and why would they lie puts his price at eighty dollars."
"2","So in light of that how bout a hundred and twenty five dollars for young Django here."
"2","Dr."
"2","Schultz removes his long billfold from his pocket and takes out a one hundred dollar bill two tens and a fiver."
"2","Dr."
"2","SCHULTZ And since your late brother."
"0","wont be using it anymore Id like to purchase his nag."
"2","He removes a twenty dollar gold piece from his."
"2","pocket and tosses it on Dickys body."
"2","He bends down and puts the paper money."
"2","in the saddle bags on Dickys dead horse."
"2","With."
"2","his hands in there he roots around and finds the keys tothe leg irons."
"2","He unlocks Djangos leg irons."
"2","Django is free."
"2","Dr."
"2","SCHULTZ There you go Django."
"2","Give your ankles a good rubbing then get up on that horse."
"2","Also if I was you Id take that winter coat the dear departed Speck left behind."
"2","Django removes the coat from the dead slaver."
"2","Puts on the warm jacket over his bare back and climbs up on Ace Specks horse."
"2","Dr."
"2","Schultz turns to Dicky on the ground."
"2","Dr."
"2","SCHULTZ Mr."
"2","Speck I am afraid I will require a bill of sale."
"2","Do you have one Dicky just curses him."
"2","He says removing a notebook from his pocket; Dr."
"2","SCHULTZ I thought not."
"4","No worries I come prepared."
"2","(as he writes) This will serve nicely as a bill of sale."
"0","(he stops then says to Django) Django is spelled with a silent D is it not 9 DJANGO Huh Dr."
"2","SCHULTZ Why not."
"2","He writes it in his book with a silent D then stops to admire the way it looks."
"2","Dr."
"2","SCHULTZ Yes that does add a little character."
"0","The German dentist lowers himself by the Speck brother pinned down under his horse and hands him the notebook and pen."
"2","Dr."
"2","SCHULTZ If youd be so kind Speck as to make your mark here."
"2","The."
"2","Hillbilly spits in the German gentlemans face."
"2","The good doctor wipes his face with a handkerchief."
"2","Then takes out a pocket knife."
"0","And whispers something that cant be heard in the slavers ear."
"2","He signs the bill of sale."
"2","Dr."
"2","SCHULTZ Mr."
"2","Speck I would like to say it was a pleasure doing business with you but your customer service leaves a lot to be desired."
"2","The good doctor climbs back up on Fritz and looks to the six Slaves in leg irons."
"2","Dr."
"0","SCHULTZ Now as to you poor devils."
"2","He tosses to Pudgy Ralph the keys to the shackles."
"2","Dr."
"2","SCHULTZ So as I."
"2","see it when it comes to the subject of what to do next you gentlemen have two choices."
"2","One once Im gone you lift that beast off the remaining Speck then carry him to the nearest town."
"2","Which would be at least thirtyseven miles back the way you came."
"2","Or."
"2","Two you unshackle yourselves take that rifle over there."
"2","put a bullet in his head bury the two of them deep and make your way to a more enlightened area of the country."
"2","The choice is yours."
"2","Hes just about ready to ride off when the good doctor adds; 0 Dr."
"2","SCHULTZ Oh and on the off chance that theres any astronomy aficionados amongst you the North Star is THAT ONE."
"2","Tata."
"2","He looks to Django who doesnt know how to start his horse."
"2","Dr."
"2","SCHULTZ Just give him a little kick."
"2","Django does and the horse responds by moving."
"2","Dr."
"0","SCHULTZ See its not so difficult."
"2","EXT MORNING TEXAS LANDSCAPE SUNRISE The DAWN BREAKS on a western landscape."
"2","The two men ride their horses silently horse hooves CLIPCLOPPING among the rocks."
"2","Django wears Specks winter coat with one of Dr."
"2","Schultzs white button down dress shirts underneath it."
"2","As they ride through the picturesque scene."
"2","Dr."
"2","Schultz breaks the silence."
"2","Dr."
"2","SCHULTZ So Django what do you intend to name him DJANGO Who Dr."
"2","SCHULTZ Your horse DJANGO What horse Dr."
"2","SCHULTZ The horse youre riding."
"2","DJANGO This aint my horse."
"2","Dr."
"2","SCHULTZ Yes it is."
"0","DJANGO No it aint its your horse."
"2","Im just riding it."
"2","Dr."
"2","SCHULTZ Well technically yes Wait a minute technically not."
"2","If its my horse I can give it to you and as of now Im doing such."
"4","Django youre now the proud owner of a horse congratulations."
"0","/1 DJANGO I cant feed no horse."
"0","I cant put no horse up in no stable."
"2","Dr."
"2","SCHULTZ (FRUSTRATED) Dont worry about all that They ride a bit longer in silence."
"2","the good doctor composes himself."
"4","then says with a smile; Dr."
"2","SCHULTZ So."
"2","now that thats settled."
"2","what do you intend to name it Half the fun of having a horse is choosing his name."
"2","For instance my steed is named Fritz."
"0","Hes stubborn ornery and prone to a bad disposition but I couldnt do without him."
"2","(he pats Fritzs neck) Anyway the name of ones steed isnt something one does lightly."
"2","So once youve thought about it for awhile DJANGO Tony."
"2","Dr."
"2","SCHULTZ Tony what DJANGO I dunno Tony the horse."
"2","Dr."
"2","SCHULTZ Oh you mean you want to name your horse Tony DJANGO Yeah."
"2","Thats what you jus asked me right Dr."
"2","SCHULTZ When youre right youre right indeed I did."
"0","Why Tony DJANGO I gotta tell ya You didnt tell me I gotta tell ya."
"2","As they continue to converse they start heading downhill toward a western town."
"2","They pass by a sign that says; WELCOME TO DAUGHTREY TEXAS /Z Dr."
"2","SCHULTZ Well Im naturally curious of course but theres no reason you MUST tell me."
"2","In fact an air of mystery adds a dash of panache to any steed."
"2","And I do believe Tony wears it well."
"2","Good job Django well done."
"2","EXT THE WESTERN TOWN OF DAUGHTREY MORNING As the citizens of Daughtrey wake up Django and Dr."
"2","Schultz ride Fritz and Tony through the main street of town."
"2","Daughtrey looks like a million western towns weve seen before in movies."
"2","But to the TOWNSPEOPLE of Daughtrey Django and the German dont look like a million other visitors."
"2","Dr."
"2","SCHULTZ Whats everybody staring at DJANGO They never seen a nigger on a horse before."
"2","Dr."
"2","SCHULTZ Whats this bizarre obsession they have with."
"2","you not riding horses DJANGO You askin me Dr."
"2","Schultz stops Fritz in front of a saloon and dismounts."
"2","Django has a little trouble both stopping Tony and getting off him but it gets done."
"2","Dr."
"2","Schultz keeps bombarding The Slave with questions."
"2","Dr."
"2","SCHULTZ So what other archaic rituals are you people verboten to take part in As per usual with this white man Django thinks; What Dr."
"0","SCHULTZ Im just trying to get a clear idea on what you can do and what you cant do and if you cant do it why cant you do it Like for instance what if we were to walk in this saloon here sit down at a table order a drink and drink it Would the authorities frown on that DJANGO Hell yeah they gonna frown."
"2","Dr."
"2","SCHULTZ What part would they find the most offensive 13 DJANGO All of it."
"0","I cant be walkin in no saloon."
"0","I cant be sittin my ass on no chair at no table."
"0","I cant be drinkin no drink."
"0","And I definitely cant be sharin no drink with no white man in public."
"2","Dr."
"4","SCHULTZ So if you and I did those things that would be considered enough of a infraction to make the saloon keeper go get the sheriff DJANGO You bet your sweet ass they get the sheriff."
"2","The good doctor extends his hand towards the saloon entrance."
"2","Dr."
"2","SCHULTZ Well in that case Django after you."
"0","DJANGO Whoa I aint funnin I cant go in there."
"2","Dr."
"0","SCHULTZ Django youre going to have to learn to trust me and as the man said; Theres no time like thepresent."
"2","He takes Django by the arm and leads him into the entryway of the establishment."
"2","INT SALOON MORNING The nervous black slave and the confident Germandentist walk into the saloon."
"2","The SALOON KEEPER (PETE) is high up on a chair placed high up on a table to change a candle in the saloons chandelier."
"0","His back is turned away from the two patrons."
"2","Dr."
"2","SCHULTZ Good morning inn keeper two beers for two weary travelers."
"0","SALOON KEEPER Its still pretty early we wont be open for about a hour."
"2","But by then well be servin breakfast He turns around and sees them."
"2","SALOON KEEPER Whoa What the hell you think you doin boy get that nigger outta here."
"2","IT TIME CUT EXT SALOON MORNING Its about five minutes later and the Saloon Keeper comes running out of the bar to get the Sheriff."
"2","When Dr."
"2","Schultz sitting at a table with the young Django calls; Dr."
"2","SCHULTZ Inn keeper Remember get the sheriff not the marshall."
"2","This wouldnt be the marshalls jurisdiction."
"2","This is just a infraction on what I assume is a simple county ordinance and that would fall under the domain of the Sheriff."
"2","The Saloon Keeper runs away."
"2","The two men sit by themselves in the empty saloon."
"2","Dr."
"2","SCHULTZ It looks like we must act as our own bartender."
"2","The German stands up and walksbehind the bar and pours two beers from the tap into mugs."
"2","Django remains seated and after a beat asks; DJANGO What kinda dentist are you This makes the doctor laugh as he pours the beers."
"2","Dr."
"2","SCHULTZ I havent practiced dentistry in five years Not to say once I know you better I wouldnt like to get a look at that mouth Im sure its a disaster But these days I practice a new profession."
"2","Bounty Hunter."
"2","This gets no reaction from Django."
"2","Dr."
"2","SCHULTZ Do you know what a Bounty Hunter is The Black Man shakes his head no."
"2","As the good doctor walks back to the table carrying the mugs of beer HE EXPLAINS; Dr."
"2","SCHULTZ Well the way the slave trade deals in human lives for cash a bounty hunter deals in corpses."
"2","15 Dr."
"2","SCHULTZ (CONTD) The state places a bounty on a mans head."
"2","I track that man I find that man I kill that man."
"2","After Ive killed him I transport that mans corpse back to the authorities and sometimes thats easier said then done."
"2","I show that corpse to the authorities proving yes indeed I have truly killed him At which point the authorities pay me the bounty."
"2","(lifting his beer) Cheers."
"2","The two men touch glasses and take a drink."
"2","DJANGO Whats a bounty Dr."
"2","SCHULTZ Its like a reward."
"2","DJANGO You kill people and they give you a reward Dr."
"2","SCHULTZ Certain people yes."
"2","DJANGO White people Dr."
"2","SCHULTZ Mostly."
"2","A few Mexicans."
"2","Couple Chinamen."
"2","DJANGO Bad people Dr."
"2","SCHULTZ Badder they are bigger the reward."
"2","Which brings me to you and I must admit Im at a bit of a quandary when it comes to you."
"2","On one hand I despise slavery."
"0","On the other hand I need your help and if youre not in a position to refuse all the better."
"2","So for the time being Im going to make this slave malarkey work to my benefit."
"2","(BEAT) Still."
"2","having said that."
"2","I feel guilty."
"2","So."
"2","Id like the two of us to enter into an agreement."
"0","Im looking for The Brittle Brothers however in this endeavor Im at a slight disadvantage in so far as I dont know what they look like."
"2","But you do."
"2","dontcha 1G ï¿½."
"2","DJANGO SPAGHETTI WESTERN FLASHBACK Django back at The Carrucan Plantation held down by Roger and Ellis Brittle as Big John BURNS the r into his cheek with a BRANDING IRON."
"2","BACK TO DJANGO DJANGO I know what they look like all right."
"2","Dr."
"2","SCHULTZ Good."
"2","So heres my agreement."
"2","You travel with me till we find them DJANGO Where we goin Dr."
"0","SCHULTZ I hear at least two of them are overseeing up in Gatlinburg but I dont know where."
"2","That means we visit every plantation in Gatlinburg till we find them."
"2","And when we find them you point them out and I kill them."
"2","You do that I agree to give you your freedom."
"2","twentyfive dollars per Brittle brother thats seventyfive dollars."
"2","your horse Tony even though Ive already gave him to you but once the final Brittle brother lies dead in the dust Ill buy you a new saddle and a new suit of clothes handsome cowboy hat included."
"2","Dr."
"2","Schultzs eyes go to the saloon window."
"2","Dr."
"2","SCHULTZ And as if on cue."
"2","here comes the sheriff."
"2","EXT SALOON MORNING We see the sheriff BILL SHARP walk towards the saloon cradling a Winchester."
"2","Some TOWNSPEOPLE (like the Saloon Keeper) stand around to watch."
"2","YOUNG BOY leads a herd of BABY GOATS through town."
"2","Sheriff Sharp stands in the middle of the street."
"2","SHERIFF SHARP Okay boys funs over come on out."
"2","Both the doctor and Django stand up and walk to the front porch."
"2","As they do The Sheriff says; 1 2 SHERIFF SHARP Now why yall wanna come into my town start trouble and scare all these nice people You aint got nothin better to do then to come into Bill Sharps town and show your ass From his top step on the porch Dr."
"2","King Schultz extends his hand toward the sheriff as if to shake it."
"2","THEN."
"2","A SMALL DERRINGER POPS into Schultzs hand from a metal sliding apparatus concealed under his jacket sleeve."
"0","Once in hand the dentist FIRES one tiny bullet into the belly of Bill Sharp."
"2","The tiny gun makes a tiny POP sound."
"2","The shocked Bill Sharp lets out a ugly groan and doubles over in the dirt."
"2","The TOWNSPEOPLE are startled."
"2","As is Django."
"2","As Schultz walks down the porch steps to the fallen sheriff reloading his tiny pop shooter a PEDESTRIAN yells out; PEDESTRIAN What did you jus do to our sheriff Dr."
"0","Schultz answers him by putting another tiny bullet in the law mans skull killing him dead."
"2","In the background ONE WOMAN faints."
"2","The Boy and his Goats scatter."
"2","Dr."
"2","Schultz looks over at the Saloon Keeper across the street."
"2","Dr."
"2","SCHULTZ Now you can go get the marshall."
"2","TIME CUT EXT DAUGHTREY MAIN STREET DAY U."
"2","MARSHALL GILL TATUM snaps the MENFOLK OF Daughtrey to attention."
"2","MARSHALL TATUM Move that buckboard over there long ways across the street from the saloon."
"2","And I want six men and six Winchesters behind it."
"2","And I want two men with two rifles on this roof and two men with two rifles on that roof with all barrels pointed at that front door."
"0","And somebody git poor Bill outta the goddamn street."
"2","LP Cowboys with rifles climb up stairs to take position on the roof of the building across the street from the saloon."
"2","The Marshall directs the buckboard being moved into place."
"2","The last SNIPER on the rooftop takes his position."
"2","WHEN."
"2","COMING FROM THE SALOON."
"2","PIANO MUSIC."
"2","INT SALOON DAY Dr."
"2","Schultz sits behind the piano playing a catchy little saloon number."
"2","He seems skilled enough to be a professional western saloon piano player."
"0","A terrified Django whos sure his new master is a lunatic whos going to get them both killed peeks out the closed curtains on the window."
"2","Dr."
"2","Schultzs suit coat sits draped over a chair."
"2","All of his weapons including his metal sliding rail Derringer contraption lie on a table."
"2","He plays piano in his button down dress shirt and gray suit vest."
"2","Dr."
"2","SCHULTZ What are they doing DJANGO I think they wonderin why you playin the piana."
"2","Dr."
"2","SCHULTZ Good."
"2","(PAUSE) But what are they doing DJANGO A buncha white folks brought a buckboard around out front now they hidin behind it with guns."
"2","And a buncha other white folks are up on the roof with rifles pointed down here."
"2","Dr."
"2","SCHULTZ Damn they got that organized fast."
"2","Is the marshall out there DJANGO If the one I think is the."
"2","marshall is the marshall hes out there."
"2",")9 Dr."
"2","SCHULTZ What makes you think hes the marshall DJANGO Cause hes the one ready to say somethin."
"2","MARSHALLS VOICE You in the saloon Dr."
"2","Schultz stops playing the piano."
"2","MARSHALLS VOICE We got eleven Winchesters on every way outta that buildin You got once chance git outta this alive You and your nigger come out right now with your hands over your head and I mean right now Dr."
"4","SCHULTZ First things first Is this the marshall I have the pleasure of addressing MARSHALL TATUM Yes it is this is U."
"2","Marshall Gill Tatum."
"2","Dr."
"4","SCHULTZ Wunderbar So marshall I have relieved myself of all weapons and just as you have instructed Im ready to step outside with my hands raised above my head."
"2","I trust as a representative of the criminal justice system of The United States of America I shant be shot down in the street by either you or your deputies before Ive had my day in court."
"2","MARSHALL TATUM You mean like you did our sheriff Shot em down like a dog in the street Dr."
"2","SCHULTZ Yes thats exactly what I mean Do I have your word as a lawman not to shoot me down like a dog in the street MARSHALL TATUM Well as much as wed all enjoy seein somethin like that aint nobody gonna cheat the hangman in my town Dr."
"2","SCHULTZ Fair enough marshall here we."
"2","come."
"2","Dr."
"2","SCHULTZ (TO DJANGO) Theyre a little tense out there."
"2","So dont make any quick movements and let me do the talking."
"2","Django looks at him like as if."
"2","EXT SALOON/MAIN STREET DAY A lot of guns are trained on the front door of the saloon."
"2","Outside of range the WHOLE TOWN watches the stand off."
"2","The saloon doors open and Dr."
"2","Schultz and Django hands raised step outside."
"2","MARSHALL TATUM You unarmed Dr."
"2","SCHULTZ Yes indeed we are."
"2","Marshall Tatum may I address you your deputies and apparently the entire town of Daughtrey as to the incident that just occurred MARSHALL TATUM Go on Dr."
"2","SCHULTZ My name is Dr."
"2","King Schultz."
"2","And like yourself marshall I am a servant of the court."
"2","The man lying dead in the dirt who the good people of Daughtrey saw fit to elect as their sheriff who went by the name of Bill Sharp is actually a wanted outlaw by the name of Willard Peck with a price on his head of two hundred dollars."
"2","Thats two hundred dollars dead or alive."
"2","MARSHALL TATUM The hell you say Dr."
"2","SCHULTZ I."
"2","m aware this is probably disconcerting news."
"2","But Im willing to wager this man was elected sheriff sometime in the last two years."
"2","I know this because."
"2","three years ago he was rustling cattle from The B."
"2","Corrigan Cattle Company of Lubbock Texas."
"2","Z/ Dr."
"2","SCHULTZ (CONTD) In my possession."
"2","is a warrant made out by circuit court Judge Henry Allen Laudermilk of Austin Texas."
"2","You are encouraged to wire him."
"2","He will back up who I am and who your dear departed sheriff was."
"2","The Menfolk of the town with rifles begin trading looks."
"2","Then Dr."
"2","Schultz delivers the coup de grace."
"2","Dr."
"2","SCHULTZ In other words marshall you owe me two hundred dollars."
"2","CUT TO EXT TENNESSEE COUNTRY ROAD DAY Django and Dr."
"2","Schultz who by now have ridden quite a few miles together ride their horses in the Tennessee countryside on the way to Gatlinburg."
"2","Dr."
"2","Schultz is dressed in one of his nearly identical grey business suits and Django is still dressed in his slave pants Schultzs button down dress shirt and Ace Specks winter coat."
"2","Somewhere along the way a pair of shoes have appeared onhis feet."
"2","Dr."
"2","SCHULTZ One needs a plan son."
"2","These are brutal times."
"2","A man who survives is a man with a plan."
"2","A man who thrives is a man with a good plan."
"2","So having said that whats your plan young Django DJANGO Whatcha mean Dr."
"2","SCHULTZ Well after this Brittle business is behind us youll be a free man with a horse and seventy five dollars in your back pocket."
"2","Whats your plan after that DJANGO Find my wife and buy her freedom."
"2","Dr."
"2","SCHULTZ Django I had no idea you were a married man."
"2","Do most slaves take the institution of matrimony seriously DJANGO Huh ZZ Dr."
"2","SCHULTZ Do slaves believe in marriage DJANGO Me and my wife do."
"2","Dr."
"0","SCHULTZ Where is she now DJANGO I dunno."
"2","They put us in different boxcars and sent U."
"2","S to The Greenville Slave Auction."
"0","She got sold two days fore me."
"2","But I dont know who to."
"2","Dr."
"2","Schultz takes out a long stick of beef jerky."
"2","Dr."
"2","SCHULTZ Care for some jerky DJANGO Sure."
"2","Dr."
"2","Schultz rips him off a piece."
"2","Django chews on it."
"2","As he chews SCHULTZ SAYS; Dr."
"2","SCHULTZ So your plan is to trackdowri your wife and purchase her."
"2","freedom Only you dont know where she is A chewing Django nods his head yes."
"2","Dr."
"2","Schultz takes a big bite of jerky chews for a moment contemplating the dilemma then pronounces; Dr."
"2","SCHULTZ Well that shouldnt be all that difficult."
"2","So how long ago did all this happen DJANGO A few months ago."
"2","Dr."
"2","SCHULTZ Three or four DJANGO Three."
"2","Dr."
"2","SCHULTZ So shecamefrom the Carrucan Plantation and shewassold at The Greenville Slave Auctiontosome :unknown customer three monthsago Django nods his head yes."
"2","Z3 Dr."
"2","SCHULTZ The bad part about slavery being a business is its immoral."
"2","The good part about it being a business is they keep records."
"4","Somewhere in Greenville theres a book with your wifes name in it and the name of the customer who bought her and more then likely their address."
"2","But then Schultz seems to get second thoughts."
"2","Dr."
"2","SCHULTZ Still seventyfive dollars in your back pocket is a pretty nice grub steak but its not going to get you very far in Greenville."
"2","Not to mention a slave auction town in Mississippi isnt the safest place you could visit."
"2","Free or not."
"2","DJANGO Ill have my freedom papers."
"2","Dr."
"2","SCHULTZ Yes you will."
